"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Beadle","Beadle","Beadle County","46005","SD","South Dakota","44.4145","-98.2781","19309"
"Fayette","Fayette","Fayette County","19065","IA","Iowa","42.8626","-91.8444","19288"
"East Feliciana","East Feliciana","East Feliciana Parish","22037","LA","Louisiana","30.8451","-91.0455","19271"
"Perry","Perry","Perry County","18123","IN","Indiana","38.0796","-86.6380","19270"
"Banks","Banks","Banks County","13011","GA","Georgia","34.3543","-83.4972","19264"
"Green Lake","Green Lake","Green Lake County","55047","WI","Wisconsin","43.8004","-89.0449","19263"
"Humphreys","Humphreys","Humphreys County","47085","TN","Tennessee","36.0408","-87.7756","19214"
"Cherokee","Cherokee","Cherokee County","20021","KS","Kansas","37.1693","-94.8463","19151"
"Harrison","Harrison","Harrison County","21097","KY","Kentucky","38.4418","-84.3314","19140"
"Saluda","Saluda","Saluda County","45081","SC","South Carolina","34.0060","-81.7266","19131"
"Adair","Adair","Adair County","21001","KY","Kentucky","37.1042","-85.2806","19089"
"Gilchrist","Gilchrist","Gilchrist County","12041","FL","Florida","29.7258","-82.8004","19040"
"Perry","Perry","Perry County","29157","MO","Missouri","37.7072","-89.8244","18976"
"Wright","Wright","Wright County","29229","MO","Missouri","37.2702","-92.4687","18965"
"Roosevelt","Roosevelt","Roosevelt County","35041","NM","New Mexico","34.0212","-103.4800","18928"
"Stone","Stone","Stone County","28131","MS","Mississippi","30.7900","-89.1177","18894"
"Waseca","Waseca","Waseca County","27161","MN","Minnesota","44.0221","-93.5873","18885"
"Burleson","Burleson","Burleson County","48051","TX","Texas","30.4925","-96.6215","18857"
"Marengo","Marengo","Marengo County","01091","AL","Alabama","32.2477","-87.7895","18851"
"Randolph","Randolph","Randolph County","05121","AR","Arkansas","36.3415","-91.0276","18838"
"Westmoreland","Westmoreland","Westmoreland County","51193","VA","Virginia","38.1120","-76.8042","18826"
"Yancey","Yancey","Yancey County","37199","NC","North Carolina","35.8989","-82.3076","18797"
"Warren","Warren","Warren County","37185","NC","North Carolina","36.3965","-78.1067","18795"
"Paulding","Paulding","Paulding County","39125","OH","Ohio","41.1166","-84.5802","18791"
"Inyo","Inyo","Inyo County","06027","CA","California","36.5111","-117.4107","18739"
"Pickens","Pickens","Pickens County","01107","AL","Alabama","33.2808","-88.0887","18721"
"Macon","Macon","Macon County","01087","AL","Alabama","32.3859","-85.6927","18691"
"Bosque","Bosque","Bosque County","48035","TX","Texas","31.9004","-97.6343","18687"
"Tishomingo","Tishomingo","Tishomingo County","28141","MS","Mississippi","34.7404","-88.2393","18660"
"Houston","Houston","Houston County","27055","MN","Minnesota","43.6714","-91.4929","18653"
"Butler","Butler","Butler County","01013","AL","Alabama","31.7524","-86.6803","18630"
"Andrews","Andrews","Andrews County","48003","TX","Texas","32.3050","-102.6377","18610"
"King William","King William","King William County","51101","VA","Virginia","37.7066","-77.0885","18593"
"Frio","Frio","Frio County","48163","TX","Texas","28.8678","-99.1082","18582"
"Ste. Genevieve","Ste. Genevieve","Ste. Genevieve County","29186","MO","Missouri","37.8945","-90.1944","18571"
"Poweshiek","Poweshiek","Poweshiek County","19157","IA","Iowa","41.6864","-92.5315","18545"
"Crawford","Crawford","Crawford County","17033","IL","Illinois","39.0027","-87.7596","18511"
"Appling","Appling","Appling County","13001","GA","Georgia","31.7492","-82.2889","18493"
"San Juan","San Juan","San Juan County","53055","WA","Washington","48.5776","-122.9654","18478"
"Sawyer","Sawyer","Sawyer County","55113","WI","Wisconsin","45.8800","-91.1446","18476"
"Deaf Smith","Deaf Smith","Deaf Smith County","48117","TX","Texas","34.9660","-102.6050","18460"
"Dickinson","Dickinson","Dickinson County","20041","KS","Kansas","38.8665","-97.1527","18445"
"Ashley","Ashley","Ashley County","05003","AR","Arkansas","33.1912","-91.7685","18429"
"Bethel","Bethel","Bethel Census Area","02050","AK","Alaska","60.9132","-159.8186","18394"
"Clay","Clay","Clay County","28025","MS","Mississippi","33.6557","-88.7816","18383"
"Long","Long","Long County","13183","GA","Georgia","31.7526","-81.7457","18374"
"Berrien","Berrien","Berrien County","13019","GA","Georgia","31.2760","-83.2296","18352"
"Colonial Heights","Colonial Heights","Colonial Heights City","51570","VA","Virginia","37.2650","-77.3969","18352"
"Jefferson","Jefferson","Jefferson County","20087","KS","Kansas","39.2358","-95.3834","18349"
"Cedar","Cedar","Cedar County","19031","IA","Iowa","41.7723","-91.1324","18349"
"Otero","Otero","Otero County","08089","CO","Colorado","37.9026","-103.7165","18321"
"Brantley","Brantley","Brantley County","13025","GA","Georgia","31.1969","-81.9819","18315"
"Benzie","Benzie","Benzie County","26019","MI","Michigan","44.6387","-86.0155","18310"
"Hampton","Hampton","Hampton County","45049","SC","South Carolina","32.7763","-81.1407","18254"
"Grant","Grant","Grant County","05053","AR","Arkansas","34.2900","-92.4237","18242"
"Kalkaska","Kalkaska","Kalkaska County","26079","MI","Michigan","44.6847","-85.0902","18239"
"Russell","Russell","Russell County","21207","KY","Kentucky","36.9911","-85.0587","18221"
"Johnson","Johnson","Johnson County","47091","TN","Tennessee","36.4549","-81.8518","18196"
"Concordia","Concordia","Concordia Parish","22029","LA","Louisiana","31.4459","-91.6401","18174"
"Covington","Covington","Covington County","28031","MS","Mississippi","31.6332","-89.5526","18148"
"Montour","Montour","Montour County","42093","PA","Pennsylvania","41.0279","-76.6586","18103"
"Madison","Madison","Madison County","12079","FL","Florida","30.4441","-83.4701","18089"
"Andrew","Andrew","Andrew County","29003","MO","Missouri","39.9835","-94.8021","18065"
"Young","Young","Young County","48503","TX","Texas","33.1766","-98.6878","18029"
"Eastland","Eastland","Eastland County","48133","TX","Texas","32.3271","-98.8323","18011"
"Dickinson","Dickinson","Dickinson County","19059","IA","Iowa","43.3780","-95.1508","17990"
"Lee","Lee","Lee County","48287","TX","Texas","30.3107","-96.9657","17971"
"Southampton","Southampton","Southampton County","51175","VA","Virginia","36.7204","-77.1062","17964"
"McDowell","McDowell","McDowell County","54047","WV","West Virginia","37.3785","-81.6536","17943"
"Park","Park","Park County","08093","CO","Colorado","39.1194","-105.7172","17907"
"Polk","Polk","Polk County","47139","TN","Tennessee","35.1199","-84.5233","17898"
"Sharp","Sharp","Sharp County","05135","AR","Arkansas","36.1612","-91.4798","17773"
"Unicoi","Unicoi","Unicoi County","47171","TN","Tennessee","36.1107","-82.4323","17756"
"Pike","Pike","Pike County","29163","MO","Missouri","39.3438","-91.1714","17711"
"Park","Park","Park County","30067","MT","Montana","45.4884","-110.5267","17710"
"Avery","Avery","Avery County","37011","NC","North Carolina","36.0765","-81.9226","17680"
"Hughes","Hughes","Hughes County","46065","SD","South Dakota","44.3890","-99.9960","17664"
"Henry","Henry","Henry County","01067","AL","Alabama","31.5147","-85.2414","17647"
"Seward","Seward","Seward County","31159","NE","Nebraska","40.8724","-97.1395","17641"
"Chester","Chester","Chester County","47023","TN","Tennessee","35.4217","-88.6135","17611"
"Garrard","Garrard","Garrard County","21079","KY","Kentucky","37.6396","-84.5377","17568"
"Schuyler","Schuyler","Schuyler County","36097","NY","New York","42.3938","-76.8752","17562"
"Delaware","Delaware","Delaware County","19055","IA","Iowa","42.4712","-91.3673","17558"
"Dallas","Dallas","Dallas County","29059","MO","Missouri","37.6804","-93.0237","17551"
"Winston","Winston","Winston County","28159","MS","Mississippi","33.0885","-89.0344","17536"
"Cook","Cook","Cook County","13075","GA","Georgia","31.1540","-83.4305","17532"
"Attala","Attala","Attala County","28007","MS","Mississippi","33.0863","-89.5815","17526"
"Patrick","Patrick","Patrick County","51141","VA","Virginia","36.6783","-80.2844","17512"
"Haywood","Haywood","Haywood County","47075","TN","Tennessee","35.5832","-89.2838","17475"
"Idaho","Idaho","Idaho County","16049","ID","Idaho","45.8441","-115.4675","17432"
"Morgan","Morgan","Morgan County","54065","WV","West Virginia","39.5604","-78.2578","17426"
"Madison","Madison","Madison County","05087","AR","Arkansas","36.0110","-93.7246","17329"
"Franklin","Franklin","Franklin County","05047","AR","Arkansas","35.5124","-93.8906","17326"
"Rabun","Rabun","Rabun County","13241","GA","Georgia","34.8818","-83.4020","17312"
"Falls","Falls","Falls County","48145","TX","Texas","31.2533","-96.9359","17291"
"Humboldt","Humboldt","Humboldt County","32013","NV","Nevada","41.4068","-118.1120","17289"
"Hancock","Hancock","Hancock County","17067","IL","Illinois","40.4037","-91.1647","17281"
"Piscataquis","Piscataquis","Piscataquis County","23021","ME","Maine","45.8373","-69.2846","17263"
"Gunnison","Gunnison","Gunnison County","08051","CO","Colorado","38.6667","-107.0316","17241"
"Marion","Marion","Marion County","05089","AR","Arkansas","36.2684","-92.6842","17228"
"Richland","Richland","Richland County","55103","WI","Wisconsin","43.3756","-90.4295","17205"
"Bertie","Bertie","Bertie County","37015","NC","North Carolina","36.0663","-76.9788","17170"
"Robertson","Robertson","Robertson County","48395","TX","Texas","31.0270","-96.5129","17167"
"Ben Hill","Ben Hill","Ben Hill County","13017","GA","Georgia","31.7598","-83.2205","17089"
"Mariposa","Mariposa","Mariposa County","06043","CA","California","37.5815","-119.9054","17082"
"Union","Union","Union County","46127","SD","South Dakota","42.8325","-96.6560","17081"
"Dixie","Dixie","Dixie County","12029","FL","Florida","29.6086","-83.1587","17058"
"Drew","Drew","Drew County","05043","AR","Arkansas","33.5894","-91.7200","17046"
"Clayton","Clayton","Clayton County","19043","IA","Iowa","42.8447","-91.3414","17013"
"Union","Union","Union County","17181","IL","Illinois","37.4713","-89.2551","16997"
"Pitkin","Pitkin","Pitkin County","08097","CO","Colorado","39.2171","-106.9166","16985"
"Buckingham","Buckingham","Buckingham County","51029","VA","Virginia","37.5722","-78.5288","16976"
"Mason","Mason","Mason County","21161","KY","Kentucky","38.5952","-83.8242","16956"
"Lafayette","Lafayette","Lafayette County","55065","WI","Wisconsin","42.6605","-90.1317","16942"
"Northampton","Northampton","Northampton County","37131","NC","North Carolina","36.4178","-77.3969","16931"
"Madison","Madison","Madison County","19121","IA","Iowa","41.3307","-94.0156","16926"
"Burnett","Burnett","Burnett County","55013","WI","Wisconsin","45.8627","-92.3676","16916"
"Chickasaw","Chickasaw","Chickasaw County","28017","MS","Mississippi","33.9208","-88.9479","16915"
"Tama","Tama","Tama County","19171","IA","Iowa","42.0798","-92.5326","16868"
"McCreary","McCreary","McCreary County","21147","KY","Kentucky","36.7371","-84.4842","16867"
"Washburn","Washburn","Washburn County","55129","WI","Wisconsin","45.8992","-91.7912","16854"
"Bristol","Bristol","Bristol City","51520","VA","Virginia","36.6180","-82.1605","16849"
"Baker","Baker","Baker County","41001","OR","Oregon","44.7092","-117.6753","16840"
"Cooper","Cooper","Cooper County","29053","MO","Missouri","38.8435","-92.8101","16824"
"Sequatchie","Sequatchie","Sequatchie County","47153","TN","Tennessee","35.3712","-85.4106","16809"
"Manassas Park","Manassas Park","Manassas Park City","51685","VA","Virginia","38.7709","-77.4429","16798"
"Lewis","Lewis","Lewis County","54041","WV","West Virginia","38.9959","-80.5022","16740"
"Rush","Rush","Rush County","18139","IN","Indiana","39.6200","-85.4658","16739"
"Radford","Radford","Radford City","51750","VA","Virginia","37.1229","-80.5587","16726"
"Bond","Bond","Bond County","17005","IL","Illinois","38.8868","-89.4355","16716"
"Jackson","Jackson","Jackson County","05067","AR","Arkansas","35.5992","-91.2145","16712"
"Piatt","Piatt","Piatt County","17147","IL","Illinois","40.0103","-88.5911","16695"
"La Paz","La Paz","La Paz County","04012","AZ","Arizona","33.7294","-113.9815","16664"
"Hardin","Hardin","Hardin County","19083","IA","Iowa","42.3839","-93.2404","16639"
"Fountain","Fountain","Fountain County","18045","IN","Indiana","40.1209","-87.2420","16617"
"Appomattox","Appomattox","Appomattox County","51011","VA","Virginia","37.3723","-78.8126","16610"
"Richland","Richland","Richland County","38077","ND","North Dakota","46.2646","-96.9483","16584"
"Alamosa","Alamosa","Alamosa County","08003","CO","Colorado","37.5729","-105.7883","16581"
"Bayfield","Bayfield","Bayfield County","55007","WI","Wisconsin","46.5237","-91.2009","16575"
"Giles","Giles","Giles County","51071","VA","Virginia","37.3142","-80.7029","16557"
"Cross","Cross","Cross County","05037","AR","Arkansas","35.2957","-90.7711","16543"
"Edgar","Edgar","Edgar County","17045","IL","Illinois","39.6786","-87.7456","16535"
"Arkansas","Arkansas","Arkansas County","05001","AR","Arkansas","34.2892","-91.3742","16515"
"Iowa","Iowa","Iowa County","19095","IA","Iowa","41.6863","-92.0655","16507"
"Scurry","Scurry","Scurry County","48415","TX","Texas","32.7463","-100.9164","16488"
"Taylor","Taylor","Taylor County","54091","WV","West Virginia","39.3360","-80.0462","16487"
"Clay","Clay","Clay County","19041","IA","Iowa","43.0826","-95.1509","16461"
"Warren","Warren","Warren County","17187","IL","Illinois","40.8488","-90.6150","16447"
"Parke","Parke","Parke County","18121","IN","Indiana","39.7736","-87.2064","16406"
"Kanabec","Kanabec","Kanabec County","27065","MN","Minnesota","45.9452","-93.2934","16390"
"Brooks","Brooks","Brooks County","13027","GA","Georgia","30.8420","-83.5802","16293"
"Crawford","Crawford","Crawford County","19047","IA","Iowa","42.0372","-95.3820","16277"
"Leon","Leon","Leon County","48289","TX","Texas","31.2965","-95.9957","16263"
"Otoe","Otoe","Otoe County","31131","NE","Nebraska","40.6485","-96.1348","16241"
"Lawrence","Lawrence","Lawrence County","05075","AR","Arkansas","36.0412","-91.1070","16238"
"Atchison","Atchison","Atchison County","20005","KS","Kansas","39.5318","-95.3135","16208"
"Socorro","Socorro","Socorro County","35053","NM","New Mexico","34.0071","-106.9302","16200"
"Holmes","Holmes","Holmes County","28051","MS","Mississippi","33.1235","-90.0921","16191"
"Potter","Potter","Potter County","42105","PA","Pennsylvania","41.7449","-77.8958","16188"
"Bates","Bates","Bates County","29013","MO","Missouri","38.2573","-94.3400","16186"
"Wayne","Wayne","Wayne County","47181","TN","Tennessee","35.2399","-87.7880","16168"
"Lee","Lee","Lee County","45061","SC","South Carolina","34.1633","-80.2545","16166"
"Dade","Dade","Dade County","13083","GA","Georgia","34.8546","-85.5044","16165"
"Rockcastle","Rockcastle","Rockcastle County","21203","KY","Kentucky","37.3652","-84.3160","16163"
"Hill","Hill","Hill County","30041","MT","Montana","48.6282","-110.1112","16155"
"Ashland","Ashland","Ashland County","55003","WI","Wisconsin","46.3148","-90.6781","16080"
"Lawrence","Lawrence","Lawrence County","21127","KY","Kentucky","38.0679","-82.7348","16077"
"Jasper","Jasper","Jasper County","28061","MS","Mississippi","32.0191","-89.1189","16059"
"Aitkin","Aitkin","Aitkin County","27001","MN","Minnesota","46.6082","-93.4155","16056"
"Fayette","Fayette","Fayette County","01057","AL","Alabama","33.7212","-87.7388","16053"
"Crawford","Crawford","Crawford County","55023","WI","Wisconsin","43.2395","-90.9310","16042"
"Benton","Benton","Benton County","47005","TN","Tennessee","36.0698","-88.0683","16006"
"Van Buren","Van Buren","Van Buren County","05141","AR","Arkansas","35.5806","-92.5158","15998"
"Wayne","Wayne","Wayne County","17191","IL","Illinois","38.4296","-88.4256","15973"
"Gooding","Gooding","Gooding County","16047","ID","Idaho","42.9710","-114.8115","15931"
"Jasper","Jasper","Jasper County","13159","GA","Georgia","33.3165","-83.6880","15929"
"Casey","Casey","Casey County","21045","KY","Kentucky","37.3223","-84.9283","15914"
